,titulo,resumo,sessao,data,portal,link,sentiment,proba_positiva,proba_negativa
33, Líder da Renato e seus Blue Caps está internado após cirurgia ,"'Ele está se recuperando bem, melhor do que os médicos esperavam, já sem tubos e sem dreno', informou relato postado por familiares em rede social", Gente , 21 de julho de 2020 14h22 ,Estadão,"https://emais.estadao.com.br/noticias/gente,lider-da-renato-e-seus-blue-caps-esta-internado-apos-cirurgia,70003371130",1,0.5983730642011168,0.4016269357988832
34, Mercado intraday: Petróleo mexe com ações da Petrobrás e com o dólar ,None, E-Investidor , 21 de julho de 2020 14h20 ,Estadão,https://einvestidor.estadao.com.br/mercado/mercado-intraday-21-07-2020/,1,0.8495412438232033,0.15045875617679672
35," Arsenal avalia pagar cerca de R$ 275 milhões por 'novo Cristiano Ronaldo', diz jornal ","Aos 17 anos, Joelson Fernandes tornou-se o jogador mais novo a disputar uma partida do Campeonato Português", Futebol , 21 de julho de 2020 14h20 ,Estadão,"https://esportes.estadao.com.br/noticias/futebol,arsenal-avalia-pagar-cerca-de-r-275-milhoes-por-novo-cristiano-ronaldo-diz-jornal,70003371145",0,0.17677272535277658,0.8232272746472235
36, Governo prepara consulta ao TCU sobre pagar investimento fora do teto de gastos ,"Decisão atende a uma pressão do ministro do Desenvolvimento Regional, Rogério Marinho, que quer impulsionar obras públicas sob a justificativa de estimular a retomada da economia", Economia , 21 de julho de 2020 14h07 ,Estadão,"https://economia.estadao.com.br/noticias/geral,governo-prepara-consulta-ao-tcu-sobre-pagar-investimento-fora-do-teto-de-gastos,70003371150",1,0.8195773713814157,0.18042262861858427
37, São Paulo inscreve atacante Paulinho Boia no lugar de Antony no Paulistão ,Jogador de 22 anos é uma das apostas que saíram da base do time tricolor, Futebol , 21 de julho de 2020 14h03 ,Estadão,"https://esportes.estadao.com.br/noticias/futebol,sao-paulo-inscreve-atacante-paulinho-boia-no-lugar-de-antony-no-paulistao,70003371131",1,0.5983730642011168,0.4016269357988832
38," Aquecimento global está levando os ursos polares à extinção, dizem pesquisadores ",Quase todas as 19 subpopulações seriam eliminadas porque a perda de banquisa forçaria os animais a ficar em terra firme e a se afastar de suas fontes de alimentos por períodos mais longos, Sustentabilidade , 21 de julho de 2020 14h00 ,Estadão,"https://sustentabilidade.estadao.com.br/noticias/geral,aquecimento-global-esta-levando-os-ursos-polares-a-extincao-dizem-pesquisadores,70003371129",1,0.5983730642011168,0.4016269357988832
39, Podcast Delivery #2: Profissional do delivery deve estar atento à saúde ,None, Brasil , 21 de julho de 2020 14h00 ,Estadão,https://brasil.estadao.com.br/blogs/estadao-podcasts/podcast-delivery-2-profissional-do-delivery-deve-estar-atento-a-saude/,1,0.7500646706902708,0.24993532930972917
40," Nas Américas, 30% da população é mais vulnerável a desenvolver forma grave de covid-19, alerta Opas ",A Organização Pan-Americana da Saúde informou que diversas doenças pré-existentes que favorecem a forma severa do novo coronavírus são muito comuns na região, Saúde , 21 de julho de 2020 13h59 ,Estadão,"https://saude.estadao.com.br/noticias/geral,nas-americas-30-da-populacao-tem-mais-chance-de-desenvolver-forma-grave-de-covid-19-alerta-opas,70003371141",0,0.2956499095519678,0.7043500904480322
41," Espelho, espelho meu... ",None, Política , 21 de julho de 2020 13h46 ,Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/espelho-espelho-meu/,1,0.5983730642011168,0.4016269357988832
42, ATP cancela Torneio de Washington e adia retorno do circuito masculino ,"Competição seria disputada no dia 14 de agosto, mas aumento no casos de contaminados pelo coronavírus nos EUA fez a organização mudar de planos", Tênis , 21 de julho de 2020 13h41 ,Estadão,"https://esportes.estadao.com.br/noticias/tenis,atp-cancela-torneio-de-washington-e-adia-retorno-do-circuito-masculino,70003371072",1,0.8195773713814157,0.18042262861858427
43, Grupo de médicos faz abaixo-assinado apontando conflito de interesse em curso de especialização ,Pediatras afirmam ser 'conflitante' que SBP 'aceite o patrocínio da indústria de substitutos do leite materno', Comportamento , 21 de julho de 2020 13h41 ,Estadão,https://emais.estadao.com.br/blogs/ser-mae/grupo-de-medicos-faz-abaixo-assinado-apontando-conflito-de-interesse-em-curso-de-especializacao/,1,0.9304241779348291,0.06957582206517088
44, Expresso: Reforma tributária no Congresso; operação no gabinete de Serra; e a troca no comando da Saúde em SP ,None, Brasil , 21 de julho de 2020 13h38 ,Estadão,https://brasil.estadao.com.br/blogs/estadao-podcasts/expresso-reforma-tributaria-no-congresso-operacao-no-gabinete-de-serra-e-a-troca-no-comando-da-saude-em-sp/,1,0.5983730642011168,0.4016269357988832
45, Sesc faz encontros virtuais para ensinar a fazer brinquedos em casa ,"Com série de vídeos, Sesc Bom Retiro ensina crianças a criarem peças a partir de materiais que podem ser encontrados facilmente", Comportamento , 21 de julho de 2020 13h30 ,Estadão,"https://emais.estadao.com.br/noticias/comportamento,sesc-faz-encontros-virtuais-para-ensinar-a-fazer-brinquedos-em-casa,70003371111",1,0.9304241779348291,0.06957582206517088
46," Liderança remota, prepare-se para os novos tempos! ","Entre desafios que o trabalho remoto impõe estão menos feedback espontâneo e menos dicas de comunicação; liderança em tempos de home office, que deve ser estendido em várias empresas, exige novos comportamentos", Sua Carreira , 21 de julho de 2020 13h24 ,Estadão,https://economia.estadao.com.br/blogs/radar-do-emprego/lideranca-remota-prepare-se-para-os-novos-tempos/,1,0.5983730642011168,0.4016269357988832
47, Jackie Chan em marcha para o Oscar ,None, Cinema , 21 de julho de 2020 13h22 ,Estadão,https://cultura.estadao.com.br/blogs/p-de-pop/jackie-chan-em-marcha-para-o-oscar/,1,0.5983730642011168,0.4016269357988832
48, Kanye West diz que Kim Kardashian quer interná-lo após ele falar de aborto em discurso eleitoral ,"Em sua conta no Twitter, ainda se comparou a Mandela e disse que o filme 'Corra!' é baseado nele", Música , 21 de julho de 2020 13h13 ,Estadão,"https://cultura.estadao.com.br/noticias/musica,kanye-west-diz-que-kim-kardashian-quer-interna-lo-apos-ele-falar-de-aborto-em-discurso-eleitoral,70003371078",0,0.28297764095792144,0.7170223590420786
49, Câmara aprova projeto de auxílio à agricultura familiar durante a pandemia ,Proposta prevê que o agricultor que não tiver recebido o auxílio emergencial de R$ 600 poderá receber R$ 3 mil em cinco parcelas; texto ainda precisa ser analisado pelos senadores, Agronegócios , 21 de julho de 2020 13h11 ,Estadão,"https://economia.estadao.com.br/noticias/agronegocios,camara-aprova-projeto-de-auxilio-a-agricultura-familiar-durante-a-pandemia,70003371101",1,0.5983730642011168,0.4016269357988832
50," Medicamentos comprados no Uruguai custaram R$ 1,5 milhão; remédios não foram 'cedidos' ",Post viral afirma que cerca de 55 mil remédios foram enviados pelo governo uruguaio ao Rio Grande do Sul e a Santa Catarina de forma gratuita, Eleições 2018 , 21 de julho de 2020 13h09 ,Estadão,https://politica.estadao.com.br/blogs/estadao-verifica/medicamentos-comprados-no-uruguai-custaram-r-15-milhao-remedios-nao-foram-cedidos/,1,0.5983730642011168,0.4016269357988832
51, Cachorro é sacrificado nos EUA após ser infectado por covid-19 ,Animal de nove anos de idade já tinha problemas crônicos de saúde; ainda não há evidências de que animais de estimação tenham papel significativo na disseminação da covid-19 para pessoas, Internacional , 21 de julho de 2020 13h05 ,Estadão,"https://internacional.estadao.com.br/noticias/geral,cachorro-e-sacrificado-nos-eua-apos-ser-infectado-por-covid-19,70003371074",0,0.2856694338463008,0.7143305661536992
52, Republicanos contrários à eleição de Trump irritam presidente americano ,Projeto Lincoln e Eleitores Republicanos Contra Trump são alguns dos grupos que fazem campanha, Internacional , 21 de julho de 2020 13h00 ,Estadão,"https://internacional.estadao.com.br/noticias/geral,republicanos-contrarios-a-eleicao-de-trump-irritam-presidente-americano,70003371009",1,0.5983730642011168,0.4016269357988832
53, PF suspeita que fundador da Qualicorp usou gráfica e TI para transferir R$ 5 mi de caixa 2 a Serra e aponta ligação com empresa da F1 ,"Ex-diretor do conglomerado de planos de saúde, José Seripieri Junior, foi preso nesta terça, 21, na Operação Paralelo 23; agentes investigam se empresa ocultou pagamentos da Justiça Eleitoral em troca de atuação favorável do tucano ", Política , 21 de julho de 2020 12h59 ,Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/pf-suspeita-que-fundador-da-qualicorp-usou-grafica-e-ti-para-transferir-r-5-mi-de-caixa-2-a-serra-e-aponta-ligacao-com-empresa-da-f1/,1,0.6718583609245741,0.32814163907542593
54, Jean Gorinchteyn será o novo secretário da saúde do Estado de São Paulo ,"Infectologista do Emílio Ribas substitui o médico José Henrique Germann Ferreira, que deixa o cargo por questões pessoais relacionadas a tratamento médico", Saúde , 21 de julho de 2020 12h58 ,Estadão,"https://saude.estadao.com.br/noticias/geral,jean-gorinchteyn-sera-o-novo-secretario-da-saude-de-sp,70003371093",1,0.8195773713814157,0.18042262861858427
55, HBO já trabalha na continuação de 'Game of Thrones' ,Ryan Condal será o showrunner ao lado de Miguel Sapochnik em 'Fogo e Sangue'; O lançamento está previsto para 2022, Séries , 21 de julho de 2020 12h51 ,Estadão,"https://cultura.estadao.com.br/noticias/series,hbo-ja-trabalha-na-continuacao-de-game-of-thrones,70003371045",1,0.5783254113628746,0.42167458863712537
56, Maria Augusta Ramos na Real_Virtual ,None, Cultura , 21 de julho de 2020 12h36 ,Estadão,https://cultura.estadao.com.br/blogs/p-de-pop/maria-augusta-ramos-na-real_virtual/,1,0.5983730642011168,0.4016269357988832
57, Hamilton rebate Andretti e diz estar decepcionado após ter militância questionada ,Ex-piloto naturalizado americano minimizou os problemas de diversidade na Fórmula 1, Velocidade , 21 de julho de 2020 12h33 ,Estadão,"https://esportes.estadao.com.br/noticias/velocidade,hamilton-rebate-andretti-e-diz-estar-decepcionado-apos-ter-militancia-questionada,70003371003",0,0.07960897067425625,0.9203910293257438
58," Em nova linha de crédito emergencial de R$ 127 bi, 80% vão para pequenos negócios, diz BC ",Dinheiro será destinado exclusivamente ao capital de giro das empresas; juros cobrados nas operações serão definidos pelos bancos onde for feito o financiamento, Economia , 21 de julho de 2020 12h30 ,Estadão,"https://economia.estadao.com.br/noticias/geral,em-nova-linha-de-credito-emergencial-de-r-127-bi-80-vao-para-pequenos-negocios-diz-bc,70003371044",0,0.25443071547387,0.74556928452613
59, FGV: 24% dos investidores desconhecem recomendações do assessor ,"Segundo estudo da FGVcef, mais da metade das pessoas escolhe uma aplicação pela rentabilidade passada dela. Veja como investir melhor.", E-Investidor , 21 de julho de 2020 12h30 ,Estadão,https://einvestidor.estadao.com.br/educacao-financeira/fgv-investidores-assessores/,1,0.6789768200737694,0.32102317992623064
60," Apesar de guardar tesouros, museus de Berlim têm dificuldade para atrair visitantes ","Um relatório encomendado pelo governo da chanceler Angela Merkel denunciou a fundação que administra os 19 museus da capital, afirmando se tratar de uma instituição arcaica e elitista", Artes , 21 de julho de 2020 12h26 ,Estadão,"https://cultura.estadao.com.br/noticias/artes,apesar-de-guardar-tesouros-museus-de-berlim-tem-dificuldade-para-atrair-visitantes,70003370997",1,0.5983730642011168,0.4016269357988832
61, E quem não tem casa? ,None, Política , 21 de julho de 2020 12h18 ,Estadão,https://politica.estadao.com.br/blogs/gestao-politica-e-sociedade/e-quem-nao-tem-casa/,0,0.44569837290870823,0.5543016270912917
62, Liverpool x Chelsea: onde assistir e horário ,Jogo é válido pela penúltima rodada do Campeonato Inglês, Esportes , 21 de julho de 2020 12h16 ,Estadão,https://esportes.estadao.com.br/blogs/bate-pronto/liverpool-x-chelsea-onde-assistir-e-horario/,1,0.5983730642011168,0.4016269357988832
63, Boato inverte sentido de afirmações de Emílio Odebrecht sobre ditadura militar ,Empresário nunca disse que não havia corrupção durante o regime; rumor ganhou tração após publicação de Roberto Jefferson, Eleições 2018 , 21 de julho de 2020 12h13 ,Estadão,https://politica.estadao.com.br/blogs/estadao-verifica/boato-inverte-sentido-de-afirmacoes-de-emilio-odebrecht-sobre-ditadura-militar/,1,0.5983730642011168,0.4016269357988832
64, Testes da vacina chinesa contra covid-19 começam em São Paulo ,Primeira voluntária a receber a dose foi uma médica do Hospital das Clínicas que não teve a identidade revelada, São Paulo , 21 de julho de 2020 12h13 ,Estadão,"https://sao-paulo.estadao.com.br/noticias/geral,testes-da-vacina-chinesa-contra-covid-19-comecam-em-sao-paulo,70003371016",0,0.2394840727554901,0.7605159272445099
65, Qual a importância da reforma tributária? ,Especialistas apontam que a complexidade do sistema de cobrança de impostos no País provoca incerteza jurídica e privilegia mais ricos; simplificação traria ganho de transparência e reduziria desigualdades, Economia , 21 de julho de 2020 12h13 ,Estadão,"https://economia.estadao.com.br/noticias/geral,reforma-tributaria-pode-dar-transparencia-a-arrecadacao-e-reduzir-desigualdades-dizem-especialistas,70003371029",1,0.5983730642011168,0.4016269357988832
66," Médico diz que cirurgia de Marc Márquez foi bem-sucedida, mas retorno é incerto ",Piloto espanhol sofreu acidente durante prova da MotoGP no último domingo, Futebol , 21 de julho de 2020 12h02 ,Estadão,"https://esportes.estadao.com.br/noticias/futebol,medico-diz-que-cirurgia-de-marc-marquez-foi-bem-sucedida-mas-retorno-e-incerto,70003370975",0,0.13227202078188743,0.8677279792181125
67, Aneel aprova minuta de contrato de operação de socorro a setor elétrico ,Ramo sofre com a queda na demanda e o aumento da inadimplência após o início das medidas de isolamento social para enfrentar a pandemia, Economia , 21 de julho de 2020 12h01 ,Estadão,"https://economia.estadao.com.br/noticias/geral,aneel-aprova-minuta-de-contrato-de-operacao-de-socorro-a-setor-eletrico,70003371010",1,0.5983730642011168,0.4016269357988832
68, Toffoli suspende busca no gabinete de Serra no Senado ,"Mandado foi expedido pela 1ª Zona Eleitoral de São Paulo no âmbito da Operação Paralelo 23, que mira suposto caixa 2 de R$ 5 milhões na campanha do tucano em 2014", Política , 21 de julho de 2020 11h57 ,Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/toffoli-suspende-busca-no-gabinete-de-serra-no-senado/,1,0.5983730642011168,0.4016269357988832
69," Antes da pandemia, 3,5 mil postos de saúde não tinham computador no Brasil ",Pesquisa ligada ao Comitê Gestor da Internet no Brasil (CGI.br) aponta dados sobre conexão e uso de computadores em instituições de saúde brasileiras; unidades públicas são as que mais sofrem com a falta de tecnologia, Saúde , 21 de julho de 2020 11h54 ,Estadão,"https://link.estadao.com.br/noticias/cultura-digital,antes-da-pandemia-3-5-mil-postos-de-saude-nao-tinham-computador-no-brasil,70003370983",1,0.6187608841801654,0.3812391158198346
70, Novo Fundeb: pelo futuro do país ,None, Política , 21 de julho de 2020 11h53 ,Estadão,https://politica.estadao.com.br/blogs/gestao-politica-e-sociedade/novo-fundeb-pelo-futuro-do-pais/,1,0.8195773713814157,0.18042262861858427
71," Sem consenso, governo apresenta ao Congresso projeto de reforma tributária ",None, Eldorado Expresso , 21 de julho de 2020 11h44 ,Estadão,"https://tv.estadao.com.br/politica,sem-consenso-governo-apresenta-ao-congresso-projeto-de-reforma-tributaria,1108096",1,0.5983730642011168,0.4016269357988832
72," Fonte Stravinsky, fonte da música, arte e amor ",None, Viagem , 21 de julho de 2020 11h43 ,Estadão,https://viagem.estadao.com.br/blogs/viagens-plasticas/fonte-stravinsky-fonte-da-musica-arte-e-amor/,1,0.5983730642011168,0.4016269357988832
73, Para lideres de equipes que aprendem ,None, Economia , 21 de julho de 2020 11h30 ,Estadão,https://economia.estadao.com.br/blogs/lentes-de-decisao/para-lideres-de-equipes-que-aprendem/,1,0.5983730642011168,0.4016269357988832
74, Governo permite uso de imóvel financiado como garantia de novo crédito ,Medida é mais uma tentativa na busca de aumento do acesso de brasileiros ao crédito durante a crise causada pela covid-19, Economia , 21 de julho de 2020 11h28 ,Estadão,"https://economia.estadao.com.br/noticias/geral,governo-permite-uso-de-imovel-financiado-como-garantia-de-novo-credito,70003370970",1,0.6306872806573638,0.3693127193426362
75," Alagoas, a pandemia de covid-19 e o Plano de distanciamento controlado[i] ",None, Política , 21 de julho de 2020 11h27 ,Estadão,https://politica.estadao.com.br/blogs/gestao-politica-e-sociedade/alagoas-a-pandemia-de-covid-19-e-o-plano-de-distanciamento-controladoi/,0,0.2394840727554901,0.7605159272445099
76, LinkedIn corta 960 empregos por causa da crise de covid-19 ,Serão demitidos 6% dos funcionários da empresa em todo o mundo, Crise , 21 de julho de 2020 11h22 ,Estadão,"https://link.estadao.com.br/noticias/empresas,linkedin-corta-960-empregos-por-causa-da-pandemia-de-covid-19,70003370947",0,0.2394840727554901,0.7605159272445099
77, Comissão de Atletas do COB irá eleger 25 novos integrantes no mês de agosto ,"Dentre os eleitos, 21 são atletas olímpicos que tenham participado de alguma Olimpíada", Jogos Olímpicos , 21 de julho de 2020 11h19 ,Estadão,"https://esportes.estadao.com.br/noticias/jogos-olimpicos,comissao-de-atletas-do-cob-ira-eleger-25-novos-integrantes-no-mes-de-agosto,70003370949",1,0.751123159019808,0.24887684098019203
78," No Oriente Médio, médicos lutam contra coronavírus e pandemia de informações falsas ",Grupos compartilham correções de informações falsas espalhadas por redes sociais, Internacional , 21 de julho de 2020 11h16 ,Estadão,"https://internacional.estadao.com.br/noticias/geral,no-oriente-medio-medicos-lutam-contra-coronavirus-e-pandemia-de-informacoes-falsas,70003370946",1,0.5983730642011168,0.4016269357988832
79, Qual país triunfará no mundo pós-pandêmico? Dica: não serão os EUA nem a China ,"A grande vencedora deve ser a Alemanha, de Angela Merkel; sua resposta à crise destacou qualidades que o país já tinha: governo eficiente, endividamento baixo, reputação de excelência industrial e crescente capacidade de criar empresas domésticas de tecnologia", Economia , 21 de julho de 2020 11h06 ,Estadão,"https://economia.estadao.com.br/noticias/geral,qual-pais-triunfara-no-mundo-pos-pandemico-dica-nao-serao-os-eua-nem-a-china,70003370944",1,0.5983730642011168,0.4016269357988832
80," Bahia x Náutico: onde assistir, horário e local ",Partida é válida pela oitava rodada da Copa do Nordeste, Esportes , 21 de julho de 2020 11h04 ,Estadão,https://esportes.estadao.com.br/blogs/bate-pronto/bahia-x-nautico-onde-assistir-horario-e-local/,0,0.45735834879318216,0.5426416512068178
81, O Espaço do Brincar em tempos de isolamento social ,None, Educação , 21 de julho de 2020 11h00 ,Estadão,https://educacao.estadao.com.br/blogs/blog-dos-colegios-santa-amalia/o-espaco-do-brincar-em-tempos-de-isolamento-social/,1,0.7382382583054113,0.26176174169458866
82, A pandemia mudará Hollywood para sempre: as previsões do futuro segundo cinco roteiristas e atores ,"Profissionais de Hollywood falam que gêneros, enredos e maneiras de contar histórias poderão surgir da era da covid-19", Cinema , 21 de julho de 2020 11h00 ,Estadão,"https://cultura.estadao.com.br/noticias/cinema,a-pandemia-mudara-hollywood-para-sempre-as-previsoes-do-futuro-segundo-cinco-roteiristas-e-atores,70003370329",1,0.8195773713814157,0.18042262861858427
83, Desgoverno ,None, Política , 21 de julho de 2020 11h00 ,Estadão,https://politica.estadao.com.br/blogs/legis-ativo/desgoverno/,1,0.5983730642011168,0.4016269357988832
84, Corinthians lança segundo uniforme e volta ao tradicional preto com listras brancas ,"Nova linha, que homenageia a conquista do primeiro Brasileiro da equipe, terá estreia contra o Palmeiras, nesta quarta-feira", Futebol , 21 de julho de 2020 10h59 ,Estadão,"https://esportes.estadao.com.br/noticias/futebol,nova-camisa-do-corinthians,70003370941",1,0.8495412438232033,0.15045875617679672
85, Doações para combate ao coronavírus chegam a R$ 6 bilhões no Brasil ,Valor continua sendo contabilizado pela Associação Brasileira dos Captadores de Recursos, Comportamento , 21 de julho de 2020 10h51 ,Estadão,"https://emais.estadao.com.br/noticias/comportamento,doacoes-para-combate-ao-coronavirus-chegam-a-r-6-bilhoes-no-brasil,70003370924",1,0.5983730642011168,0.4016269357988832
86, Trump promete enviar mais agentes federais a cidades governadas por democratas ,"Presidente americano aposta na firmeza ante os protestos para conseguir um segundo mandato nas eleições presidenciais, mas segue atrás de Joe Biden nas pesquisas", Internacional , 21 de julho de 2020 10h50 ,Estadão,"https://internacional.estadao.com.br/noticias/geral,trump-promete-enviar-mais-agentes-federais-a-cidades-governadas-por-democratas,70003370934",1,0.5983730642011168,0.4016269357988832
87, Há um século: mania de autoridade ,Policial incomodado dá carteirada e cidadão reage, Notícias , 21 de julho de 2020 10h48 ,Estadão,"https://acervo.estadao.com.br/noticias/acervo,ha-um-seculo-mania-de-autoridade,70003370909,0.htm",1,0.566961198628316,0.43303880137168405
88, Calderano inicia pré-temporada embalado pelo segundo ano no Top 10 do tênis de mesa ,Brasileiro está entre os melhores do mundo e é uma das esperanças de medalha do Brasil na Olimpíada de Tóquio, Esportes , 21 de julho de 2020 10h45 ,Estadão,"https://esportes.estadao.com.br/noticias/geral,calderano-inicia-pre-temporada-embalado-pelo-segundo-ano-no-top-10-do-tenis-de-mesa,70003370903",1,0.8854940198625902,0.11450598013740976
89, Clássico do Dia: 'Onde Começa o Inferno' ressalta a força que existe na união das pessoas ,"Todo dia um longa será destacado pelo crítico do 'Estadão'; western, com título original de 'Rio Bravo, tem direção de Howard Hawks e elenco formado por John Wayne, Dean Martin, Ricky Nelson, Pedro González-González e Angie Dickinson", Cinema , 21 de julho de 2020 10h43 ,Estadão,"https://cultura.estadao.com.br/noticias/cinema,classico-do-dia-onde-comeca-o-inferno-ressalta-a-forca-que-existe-na-uniao-das-pessoas,70003370839",1,0.8195773713814157,0.18042262861858427
90, Zanardi sai do coma induzido e é transferido para centro de neuro-reabilitação ,"Italiano está internado desde o dia 19 de junho, após sofrer um grave acidente durante prova de paraciclismo", Velocidade , 21 de julho de 2020 10h31 ,Estadão,"https://esportes.estadao.com.br/noticias/velocidade,zanardi-sai-do-coma-induzido-e-e-transferido-para-centro-de-neuro-reabilitacao,70003370897",1,0.825448365002005,0.17455163499799498
91, União Europeia alcança histórico acordo ,None, Acordo , 21 de julho de 2020 10h29 ,Estadão,"https://tv.estadao.com.br/internacional,uniao-europeia-alcanca-historico-acordo,1108083",1,0.5983730642011168,0.4016269357988832
92, Em grande risco ,None, Aquecimento , 21 de julho de 2020 10h28 ,Estadão,"https://tv.estadao.com.br/cidades,em-grande-risco,1108081",1,0.5983730642011168,0.4016269357988832
93, Sem ‘Bola de Ouro’ ,None, Bola de Ouro , 21 de julho de 2020 10h28 ,Estadão,"https://tv.estadao.com.br/esportes,sem-bola-de-ouro,1108080",1,0.5983730642011168,0.4016269357988832
94, O mapa do Universo ,None, Universo , 21 de julho de 2020 10h28 ,Estadão,"https://tv.estadao.com.br/cidades,o-mapa-do-universo,1108082",1,0.8195773713814157,0.18042262861858427
95, Santos x Santo André: onde assistir e horário do jogo ,Partida válida pelo Campeonato Paulista será disputada na Vila Belmiro, Esportes , 21 de julho de 2020 10h12 ,Estadão,https://esportes.estadao.com.br/blogs/bate-pronto/santos-x-santo-andre-onde-assistir-e-horario-do-jogo/,1,0.8195773713814157,0.18042262861858427
96," Eliane chama atenção para expectativa nas vacinas contra Covid: ""As vacinas estão na fase de TESTE até que sejam implantadas"" ",None, Brasil , 21 de julho de 2020 10h11 ,Estadão,https://brasil.estadao.com.br/blogs/estadao-podcasts/eliane-chama-atencao-para-expectativa-das-vacinas-contra-covid-as-vacinas-estao-na-fase-de-teste-ate-que-sejam-implantadas/,1,0.7564443983762196,0.24355560162378043
97," ""Instituições que não reconhecem os benefícios da educação inclusiva ligam deficiência à incapacidade"" ","Rodrigo Hübner Mendes, fundador e superintendente do instituto Rodrigo Mendes, fala com exclusividade ao #blogVencerLimites sobre o livro gratuito 'Educação Inclusiva na Prática', que mostra seis experiências reais de estudantes com deficiência em escolas regulares do Brasil. Lançamento da Editora Moderna e da Fundação Santillana, obra já está liberada para download, tem versão acessível em áudio e pode ser lida online.", Brasil , 21 de julho de 2020 10h09 ,Estadão,https://brasil.estadao.com.br/blogs/vencer-limites/instituicoes-que-nao-reconhecem-os-beneficios-da-educacao-inclusiva-ligam-deficiencia-a-incapacidade/,1,0.5983730642011168,0.4016269357988832
98, A saúde além do coronavírus ,None, Política , 21 de julho de 2020 10h07 ,Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/a-saude-alem-do-coronavirus/,1,0.8195773713814157,0.18042262861858427
99, Senado barra PF no gabinete de Serra ,"Presidente do Senado, Davi Alcolumbre acionou os advogados da Casa e só deve autorizar a entrada dos policiais com aval do Supremo Tribunal Federal; Serra é alvo da operação Paralelo 23 que investiga suposto caixa dois de R$ 5 milhões na campanha Serra à casa legislativa, em 2014", Política , 21 de julho de 2020 10h06 ,Estadão,https://politica.estadao.com.br/blogs/fausto-macedo/senado-barra-pf-no-gabinete-de-serra/,1,0.5983730642011168,0.4016269357988832
100, Mulheres produzem sabão caseiro para ajudar comunidade de Brasília a combater covid-19 ,"Em uma fábrica no quintal, três mulheres fazem produtos de higiene para distribuir entre 100 famílias que vivem na Cidade Estrutural, na capital do País", Saúde , 21 de julho de 2020 10h01 ,Estadão,"https://saude.estadao.com.br/noticias/geral,mulheres-produzem-sabao-caseiro-para-ajudar-comunidade-de-brasilia-a-combater-covid-19,70003370826",0,0.2394840727554901,0.7605159272445099
101, Udinese x Juventus: onde assistir e horário do jogo ,Partida é válida pela 35ª rodada do Campeonato Italiano, Esportes , 21 de julho de 2020 10h00 ,Estadão,https://esportes.estadao.com.br/blogs/bate-pronto/udinese-x-juventus-onde-assistir-e-horario-do-jogo/,1,0.8195773713814157,0.18042262861858427
102," Mentor de Guardiola, Marcelo Bielsa recoloca Leeds na elite do futebol inglês após 16 anos ",Argentino é uma das referências do técnico espanhol; treinadores se reencontrarão na próxima temporada do Campeonato Inglês, Futebol , 21 de julho de 2020 10h00 ,Estadão,"https://esportes.estadao.com.br/noticias/futebol,mentor-de-guardiola-bielsa-recoloca-leeds-na-elite-do-futebol-ingles-apos-16-anos,70003370512",1,0.7486790664828595,0.25132093351714047
103, Prefeitura prevê aumento da demanda por escolas; retorno deve ter até sala de isolamento ,"Desde maio, são mais de 4,6 mil pedidos de matrículas na rede infantil", Saúde , 21 de julho de 2020 10h00 ,Estadão,"https://saude.estadao.com.br/noticias/geral,prefeitura-preve-aumento-da-demanda-por-escolas-retorno-deve-ter-ate-sala-de-isolamento,70003370852",1,0.555714599955401,0.44428540004459904
104," Durante lockdown do novo coronavírus, alguns médicos se perguntaram: onde estão os prematuros? ",Tudo começou com médicos na Irlanda e na Dinamarca. Eles não sabem o que causou a redução de partos prematuros e conseguem apenas especular quanto aos fatores do bloqueio total que podem ter contribuído, Saúde , 21 de julho de 2020 10h00 ,Estadão,"https://saude.estadao.com.br/noticias/geral,durante-lockdown-do-novo-coronavirus-alguns-medicos-se-perguntaram-onde-estao-os-prematuros,70003370513",1,0.7644024725299055,0.23559752747009455
105," 'Encaro como o maior desafio na minha carreira', diz Betinho sobre a Unifacisa ","Após ótima temporada pelo Pinheiros, ala afirma que quer liderar o time de Campina Grande", Esportes , 21 de julho de 2020 10h00 ,Estadão,https://esportes.estadao.com.br/blogs/marcius-azevedo/encaro-como-o-maior-desafio-na-minha-carreira-diz-betinho-sobre-a-unifacisa/,0,0.1586880539685606,0.8413119460314394
106, A queda da ‘Terrace House’ ,O emocionante sucesso da TV no Japão terminou em tragédia quando a participante Hana Kimura se matou após uma onda de abusos online. Mas “Terrace House” sempre foi mais complicado do que parecia, Televisão , 21 de julho de 2020 10h00 ,Estadão,"https://cultura.estadao.com.br/noticias/televisao,a-queda-da-terrace-house,70003370378",1,0.5983730642011168,0.4016269357988832
107, O que vai acontecer com os produtos licenciados da equipe de futebol americano de Washington? ,"Time decidiu alterar seu nome, decisão defendida há décadas por ativistas e grupos indígenas americanos, mas forçada por grandes patrocinadores como Nike e FedE", Esportes , 21 de julho de 2020 10h00 ,Estadão,"https://esportes.estadao.com.br/noticias/geral,o-que-vai-acontecer-com-os-produtos-licenciados-da-equipe-de-futebol-americano-de-washington,70003370520",1,0.8007018433838073,0.19929815661619266
